3.64454,437848
3.27982,437122
2.96079,433877
2.25395,426487
2.07898,430149
1.80847,428040
1.47412,425349
1.25844,425945
1.35819,424967
2.71062,425875
2.37431,439262
1.76323,436036
1.33399,459663
0.958808,451003
1.71362,436603
0.982571,434862
1.0224,434524
0.962831,434593
1.05083,444128
1.27155,442090
0.789228,436087
1.30496,431783
1.22166,431520
0.946837,430370
0.695549,440513
0.940092,440320
0.73269,437321
0.909108,441769
0.819677,430738
0.804942,435741
0.680747,441558
0.403185,432709
0.532496,436462
0.666907,429362
0.661297,430267
0.426758,427680
0.697549,439048
0.642021,425529
0.699669,425425
0.551314,431463
0.455355,428710
0.194541,428089
0.335334,430163
0.331431,428108
1.1472,428711
1.14664,429008
0.507685,428401
0.23831,429336
0.332104,430488
0.38579,427339
0.495267,432667
0.366584,427254
0.472272,426013
0.581902,426643
0.60689,427624
1.10441,435667
0.661113,425181
0.849859,425242
0.451841,426910
0.515591,430159
0.320532,424353
0.359618,427255
0.395326,430088
0.298979,430119
0.420891,429734
0.361166,434590
0.405667,427899
0.654081,425153
0.544957,426813
0.395653,423412
0.492347,427304
0.542101,425020
0.421495,432730
0.604515,427006
0.485197,425826
0.834019,425280
0.767881,424334
0.548736,425825
0.371118,427467
0.139732,424536
0.301182,424137
0.264035,425830
0.418494,428237
0.29905,435907
0.348109,426547
0.508927,424951
0.798903,426047
0.224309,430337
0.224902,427651
0.32433,428153
0.371384,429330
0.299714,444079
0.620847,427126
0.499661,425546
0.253418,429185
0.248781,428610
0.231947,428254
0.451009,425846
0.346913,426232
0.376369,426181
0.574988,428349
0.663453,428669
0.192226,439235
0.35898,427373
0.508243,425816
0.526309,425119
0.561981,426045
0.604629,428623
0.263228,424885
0.327473,429002
0.331909,427216
0.535052,428614
0.366025,428352
0.400217,429387
0.253047,429067
0.346484,430028
0.29348,426583
0.209025,428267
0.379438,428171
0.302306,428229
0.442276,425504
0.439653,425255
0.315396,425456
0.612206,426661
0.241394,427097
0.137896,424674
0.260466,426399
0.210782,428686
0.218552,427561
0.302369,430818
0.1515,428182
0.154235,426919
0.198847,428346
0.273661,429766
0.453228,429579
0.35163,437154
0.184654,426750
0.132755,429355
0.270421,429425
0.40586,430073
0.189535,428539
0.667485,430019
0.142205,430066
0.234532,429474
0.391317,428485
0.233431,429805
0.32373,430928
0.280244,428698
0.330517,429604
0.280124,428845
0.135022,430013
0.164046,429649
0.228103,427754
0.36632,427540
0.29339,429893
0.228167,430054
0.40214,426642
0.293739,428930
0.260479,435966
0.435856,432260
0.270616,430604
0.167197,430418
0.138134,428417
0.261902,430622
0.159968,429292
0.354791,430742
0.534826,428320
0.783889,429888
0.332418,429447
0.502067,441171
0.289157,429384
0.252801,427604
0.243847,425550
0.381515,425908
0.16115,429505
0.315735,429935
0.229199,429108
0.240745,430623
0.369677,428681
0.498216,429681
0.262248,438737
0.239334,429896
0.306242,429074
0.292306,427274
0.192607,425789
0.205854,425897
0.168773,426190
0.170911,426780
0.319339,426251
0.297396,426691
0.150827,426667
0.263169,428094
0.470834,432697
0.223004,427433
0.341326,425385
0.166488,428273
0.200769,424805
0.119803,428876
0.105376,428379
0.110487,429938
0.264665,431434
0.349867,430274
0.337398,429203
0.16735,436707
0.150737,426651
0.143409,428484
0.246049,428414
0.287765,427490
0.239047,425811
0.0725003,425600
0.294599,424680
0.250177,427187
0.083156,424376
0.279979,425981
0.200958,424857
0.4054,427410
0.408481,434794
0.248037,426267
0.16115,424800
0.160054,424817
0.0983102,426005
0.161273,427612
0.121053,426030
0.0644107,427141
0.222603,428483
0.0498905,428322
0.289866,425540
0.0846527,426659
0.171328,435311
0.0586421,427719
0.085986,425185
0.161088,426221
0.058687,426506
0.126434,426814
0.184186,427002
0.0831782,428297
0.0907495,434214
0.101823,430503
0.39148,429184
0.230169,430395
0.130172,428982
0.198953,431078
0.22891,429028
0.136656,432269
0.175191,428663
0.19758,430381
0.44199,429930
0.197676,433407
0.0679934,429929
0.268038,428393
0.0809285,435119
0.24247,430502
0.429226,428892
0.127271,429057
0.206847,428175
0.114066,429210
0.17049,429138
0.0938634,430133
0.390717,435164
0.200115,430159
0.0954442,429362
0.367067,431446
0.101215,431321
0.417448,431089
0.2566,425983
0.337192,427864
0.100788,429458
0.277292,430255
0.307929,429338
0.0533555,441070
0.22946,429957
0.286435,429617
0.148464,429029
0.182239,429784
0.225541,427711
0.0542196,430516
0.280003,429326
0.242813,427711
0.300662,426275
0.0828523,428363
0.0857575,426228
0.0572405,428124
0.197772,436262
0.287715,426818
0.22492,427059
0.125087,425575
0.10653,427757
0.06099,430312
0.0606635,430009
0.386772,432158
0.287667,430221
0.326106,431831
0.220211,439232
0.21844,431416
0.157034,429495
0.172795,429486
0.223414,428790
0.164004,429605
0.116765,429119
0.0532855,430364
0.0740046,429875
0.295136,429572
0.128157,429601
0.146809,432207
0.0488488,436405
0.283972,430102
0.147572,430947
0.178726,429434
0.134903,429999
0.0593926,430486
0.252066,431142
0.126719,431723
0.329839,438577
0.164164,429240
0.370462,427865
0.244246,430245
0.148695,429192
0.297909,431217
0.129542,429858
0.553016,432531
0.258975,429790
0.0928618,430898
0.196038,430544
0.0696644,431193
0.0762089,430762
0.107691,431464
0.0616311,439580
0.0265688,431840
0.0478747,430199
0.0846355,431172
0.0630045,430077
0.257083,430560
0.280874,430590
0.333166,431153
0.109323,431838
0.087587,430338
0.0561551,430668
0.114061,441607
0.198022,431165
0.261234,430847
0.231214,428335
0.104414,428617
0.265839,427666
0.248135,430447
0.103839,428189
0.138376,428912
0.141133,426032
0.175973,429390
0.278739,434460
0.122377,428321
